# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cycles:Pu'
# Event count (approx.): 805584345537
#
#     Self  Symbol                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  [.] 0x0000042e0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004310043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004330043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004340043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004390043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000043b0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004430043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004480043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000044d0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004580043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004590043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000045a0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000045b0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004630043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000046d0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004790043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004870043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000048e0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000049e0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004a80043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004ad0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004bc0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004c00043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004c50043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004cb0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004d50043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004d90043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004ee0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004f10043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004f50043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004f857175538                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000004ff0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005070043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000508593f3600                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000050d0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000050f0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005110043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000051b0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000051d0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005300043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000053d5d32c788                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005425dbe6920                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005480043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000054dd5731d50                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005540043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005550043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000055f0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005600043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005640043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005660043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000056a0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005820043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005840043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005850043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005880043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000058c0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005970043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005980043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005a40043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005ae0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005b16399ab88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005b20043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005b30043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005bc0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005be0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005bf0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005bfd389481c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005c30043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005c60043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005c80043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005d80043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005de0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005df0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005e50043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005f00043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005f20043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005f2da70e570                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005ffc0b80626                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000005ffc0b80636                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006100043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006210043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006260043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006270043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000062d0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000062f68a8f228                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006320043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000063a0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000063b0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000063e0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000063f0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006470043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000659dd9b1c40                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000065b0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000065d0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006600043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006610043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000661ddf90db0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006620043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006670043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006680043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006740043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000067c0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000067ddf882800                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000067e0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000006840043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000068c0043c819                                                                                                                                                                                                                                                                                                                                                                                     -      -            
