# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 933K of event 'cycles:P'
# Event count (approx.): 631060713114
#
#     Self  Symbol                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  [.] 0x0000268b23f50000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b23f52000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b26786000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b28d9b238                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b299b8000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b29cb0e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b2bc02000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b37754adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b37ff4000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b38f80000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b397cce57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b3b632000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b3cc00000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b3ebc99b0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b3fa9760f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b46400000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b46782000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b46998000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b46f20000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b473be000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b481c2000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b492ec000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b49d34000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b4d30c000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b511ac000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b51a67be8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b51d6eadf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b53540000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b58000000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b58d66000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000268b5b2e0608                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5b2e0adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5b2e1cd8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5c574adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5d500000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5ebb2000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5f6e0000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5ffe2767                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5ffe2adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b5fffa000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b62b7c000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b62bec000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b63800000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b646f6000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b66a4eadf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b67588adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b69fd23ef                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b6a126adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b6a788700                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b6a788adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b6a788e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b6ae88adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000268b6ae88e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000027375dec6008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000027375df10008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000288ab0058008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab00cd260                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab012d260                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0144008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab01a0008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0210008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab02d0008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab034a7b8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab034a800                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0353808                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab036dd00                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000288ab037d2c0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0380808                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab03843c0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0397ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab03dd860                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04c8000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04cbec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04ddec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04f5ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04f6000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04f9d30                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04f9d78                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab04fa000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab050b000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000288ab0555c20                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0580008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0582040                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0597ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab05fbb30                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab05fc2a0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab06064b0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab067c7d0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0718000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab073cf88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07672c0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000288ab078bcc0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000288ab078c000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab078fec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07a5ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07a5f10                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07a9ce0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07aa000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07bfec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07c3ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07c4000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07d9ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07ddec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab07de808                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab088fe78                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000288ab0893ec0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
