# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 953K of event 'cycles:P'
# Event count (approx.): 650593805987
#
#     Self  Symbol                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  [k] 0xffffffffc02677db                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffc0267837                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffc02678e8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffc0267918                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0000000000000000                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.00%  [.] 0x0000000000000001                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000002                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000003                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000004                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000005                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000006                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000007                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000008                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000009                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000000a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000000b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000000c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000000d                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000000e                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000000f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000010                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000013                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000014                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000015                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000016                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000017                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000018                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000019                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000001a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000001b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000001c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000001d                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000020                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000021                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000022                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000023                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000024                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000025                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000027                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000028                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000029                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000002a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000002b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000002c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000002e                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000030                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000031                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000032                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000000000000036                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000038                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000039                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000040                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000044                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000004c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000050                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000056                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000005a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000000000000060                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000061                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000006c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000072                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000073                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000088                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000000ab                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000000c0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000000d6                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000000ed                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000101                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000182                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000186                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000197                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000198                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000199                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000002e0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000058b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000728                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000800                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000000e3c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000000000003631                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000003830                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000003931                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000003938                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000000000003e30                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000006f67                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x0000000000007000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000010000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000197ba                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000002a000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000002a001                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000002dcef                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000036000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000040000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000055fdc                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005a32b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000060785                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000007add4                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000080000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000082e15                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000008d064                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000ac000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000ac066                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000bb5cc                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000bc5fe                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000be218                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000cabd3                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000e2cfb                                                                                                                                                                                                                                                                                                                                                                                     -      -            
